content,score,at,translated_content,cleaned_content,tokenized_content,initial_token_count,stopword_removed_content,token_count,stemmed_content,ulasan_bersih,skor_lexicon,skor_lexicon_ke_score,sentimen_multiclass
Saya tidak suka. Dikerenakan tidak ada film perang.saya suka film perang perangan namun ini kurang lengkap:F,2,2022-12-18 07:34:52,Saya tidak suka. Dikerenakan tidak ada film perang.saya suka film perang perangan namun ini kurang lengkap:F,saya tidak suka dikerenakan tidak ada film perangsaya suka film perang perangan namun ini kurang lengkapf,"['saya', 'tidak', 'suka', 'dikerenakan', 'tidak', 'ada', 'film', 'perangsaya', 'suka', 'film', 'perang', 'perangan', 'namun', 'ini', 'kurang', 'lengkapf']",16,"['suka', 'dikerenakan', 'film', 'perangsaya', 'suka', 'film', 'perang', 'perangan', 'lengkapf']",9,"['suka', 'rena', 'film', 'perangsaya', 'suka', 'film', 'perang', 'perang', 'lengkapf']",suka rena film perangsaya suka film perang perang lengkapf,-8,1,Negatif
aplikasinya bagus tapi sayang film kartunnya kurang lengkap,3,2022-12-18 07:16:26,aplikasinya bagus tapi sayang film kartunnya kurang lengkap,aplikasinya bagus tapi sayang film kartunnya kurang lengkap,"['aplikasinya', 'bagus', 'tapi', 'sayang', 'film', 'kartunnya', 'kurang', 'lengkap']",8,"['aplikasinya', 'sayang', 'film', 'kartunnya', 'lengkap']",5,"['aplikasi', 'sayang', 'film', 'kartun', 'lengkap']",aplikasi sayang film kartun lengkap,-10,1,Negatif
"Sekarang lebih buruk,sya berhenti lngganan saja",1,2022-12-18 06:58:29,"Sekarang lebih buruk,sya berhenti lngganan saja",sekarang lebih buruksya berhenti lngganan saja,"['sekarang', 'lebih', 'buruksya', 'berhenti', 'lngganan', 'saja']",6,"['buruksya', 'berhenti', 'lngganan']",3,"['buruksya', 'henti', 'lngganan']",buruksya henti lngganan,-4,1,Negatif
"Pemotongan tanpa diberitahukan, aplikasi sialan",1,2022-12-18 06:32:25,"Pemotongan tanpa diberitahukan, aplikasi sialan",pemotongan tanpa diberitahukan aplikasi sialan,"['pemotongan', 'tanpa', 'diberitahukan', 'aplikasi', 'sialan']",5,"['pemotongan', 'diberitahukan', 'sialan']",3,"['potong', 'diberitahukan', 'sial']",potong diberitahukan sial,-7,1,Negatif
kok gabisa dibuka ya? pasti ada kesalahan trs padahal udh tak uninstall trs download lg tp ttp gabisa dibuka,3,2022-12-18 05:12:00,kok gabisa dibuka ya? pasti ada kesalahan trs padahal udh tak uninstall trs download lg tp ttp gabisa dibuka,kok gabisa dibuka ya pasti ada kesalahan trs padahal udh tak uninstall trs download lg tp ttp gabisa dibuka,"['kok', 'gabisa', 'dibuka', 'ya', 'pasti', 'ada', 'kesalahan', 'trs', 'padahal', 'udh', 'tak', 'uninstall', 'trs', 'download', 'lg', 'tp', 'ttp', 'gabisa', 'dibuka']",19,"['gabisa', 'dibuka', 'kesalahan', 'trs', 'uninstall', 'trs', 'download', 'lg', 'tp', 'ttp', 'gabisa', 'dibuka']",12,"['gabisa', 'buka', 'salah', 'trs', 'uninstall', 'trs', 'download', 'lg', 'tp', 'ttp', 'gabisa', 'buka']",gabisa buka salah trs uninstall trs download lg tp ttp gabisa buka,-10,1,Negatif
"Uninstall aja aplikasi tidak berguna, rugi kuota download nih aplikasi. Mau login susah. Giliran dah login malah gak bisa diputar filmnya. Dulu bagus sekarang jeleknya minta ampun nih aplikasi.",1,2022-12-17 15:43:11,"Uninstall aja aplikasi tidak berguna, rugi kuota download nih aplikasi. Mau login susah. Giliran dah login malah gak bisa diputar filmnya. Dulu bagus sekarang jeleknya minta ampun nih aplikasi.",uninstall aja aplikasi tidak berguna rugi kuota download nih aplikasi mau login susah giliran dah login malah gak bisa diputar filmnya dulu bagus sekarang jeleknya minta ampun nih aplikasi,"['uninstall', 'aja', 'aplikasi', 'tidak', 'berguna', 'rugi', 'kuota', 'download', 'nih', 'aplikasi', 'mau', 'login', 'susah', 'giliran', 'dah', 'login', 'malah', 'gak', 'bisa', 'diputar', 'filmnya', 'dulu', 'bagus', 'sekarang', 'jeleknya', 'minta', 'ampun', 'nih', 'aplikasi']",29,"['uninstall', 'berguna', 'rugi', 'kuota', 'download', 'nih', 'login', 'susah', 'giliran', 'dah', 'login', 'diputar', 'filmnya', 'jeleknya', 'ampun', 'nih']",16,"['uninstall', 'guna', 'rugi', 'kuota', 'download', 'nih', 'login', 'susah', 'gilir', 'dah', 'login', 'putar', 'film', 'jelek', 'ampun', 'nih']",uninstall guna rugi kuota download nih login susah gilir dah login putar film jelek ampun nih,-20,1,Negatif
"Black screen saat streaming film, masalah sepertiny ada pada apk ny",2,2022-12-17 15:23:14,"Black screen saat streaming film, masalah sepertiny ada pada apk ny",black screen saat streaming film masalah sepertiny ada pada apk ny,"['black', 'screen', 'saat', 'streaming', 'film', 'masalah', 'sepertiny', 'ada', 'pada', 'apk', 'ny']",11,"['black', 'screen', 'streaming', 'film', 'sepertiny', 'apk', 'ny']",7,"['black', 'screen', 'streaming', 'film', 'sepertiny', 'apk', 'ny']",black screen streaming film sepertiny apk ny,0,3,Netral
"Mengecewakan,mau login ke tv aja harus ke web dah gitu kalau pake hp android ga bakal muncul buat masukin kode ke tv nya ,Masa iya harus pake hp ip/laptop atau PC dulu , MENGECEWAKAN.",2,2022-12-17 15:21:40,"Mengecewakan,mau login ke tv aja harus ke web dah gitu kalau pake hp android ga bakal muncul buat masukin kode ke tv nya ,Masa iya harus pake hp ip/laptop atau PC dulu , MENGECEWAKAN.",mengecewakanmau login ke tv aja harus ke web dah gitu kalau pake hp android ga bakal muncul buat masukin kode ke tv nya masa iya harus pake hp iplaptop atau pc dulu mengecewakan,"['mengecewakanmau', 'login', 'ke', 'tv', 'aja', 'harus', 'ke', 'web', 'dah', 'gitu', 'kalau', 'pake', 'hp', 'android', 'ga', 'bakal', 'muncul', 'buat', 'masukin', 'kode', 'ke', 'tv', 'nya', 'masa', 'iya', 'harus', 'pake', 'hp', 'iplaptop', 'atau', 'pc', 'dulu', 'mengecewakan']",33,"['mengecewakanmau', 'login', 'tv', 'web', 'dah', 'gitu', 'pake', 'hp', 'android', 'muncul', 'masukin', 'kode', 'tv', 'iya', 'pake', 'hp', 'iplaptop', 'pc', 'mengecewakan']",19,"['mengecewakanmau', 'login', 'tv', 'web', 'dah', 'gitu', 'pake', 'hp', 'android', 'muncul', 'masukin', 'kode', 'tv', 'iya', 'pake', 'hp', 'iplaptop', 'pc', 'kecewa']",mengecewakanmau login tv web dah gitu pake hp android muncul masukin kode tv iya pake hp iplaptop pc kecewa,-9,1,Negatif
Mantab,5,2022-12-17 14:30:54,Mantab,mantab,['mantab'],1,['mantab'],1,['mantab'],mantab,0,3,Netral
Uda seminggu ga bisa diputer. Apa apan ini aplikasi segini pake fold Masi aj bug,1,2022-12-17 13:54:41,Uda seminggu ga bisa diputer. Apa apan ini aplikasi segini pake fold Masi aj bug,uda seminggu ga bisa diputer apa apan ini aplikasi segini pake fold masi aj bug,"['uda', 'seminggu', 'ga', 'bisa', 'diputer', 'apa', 'apan', 'ini', 'aplikasi', 'segini', 'pake', 'fold', 'masi', 'aj', 'bug']",15,"['uda', 'seminggu', 'diputer', 'apan', 'segini', 'pake', 'fold', 'masi', 'aj', 'bug']",10,"['uda', 'minggu', 'puter', 'apan', 'gin', 'pake', 'fold', 'mas', 'aj', 'bug']",uda minggu puter apan gin pake fold mas aj bug,0,3,Netral
Aplikasi error tidak bisa berlangganan,1,2022-12-17 12:30:36,Aplikasi error tidak bisa berlangganan,aplikasi error tidak bisa berlangganan,"['aplikasi', 'error', 'tidak', 'bisa', 'berlangganan']",5,"['error', 'berlangganan']",2,"['error', 'langgan']",error langgan,-3,2,Negatif
mau nonton vidio offline malah loading terus hahahah,1,2022-12-17 05:38:34,mau nonton vidio offline malah loading terus hahahah,mau nonton vidio offline malah loading terus hahahah,"['mau', 'nonton', 'vidio', 'offline', 'malah', 'loading', 'terus', 'hahahah']",8,"['nonton', 'vidio', 'offline', 'loading', 'hahahah']",5,"['nonton', 'vidio', 'offline', 'loading', 'hahahah']",nonton vidio offline loading hahahah,0,3,Netral
Mantappppppp.. terbaik pokoknya,5,2022-12-17 04:50:09,Mantappppppp.. terbaik pokoknya,mantappppppp terbaik pokoknya,"['mantappppppp', 'terbaik', 'pokoknya']",3,"['mantappppppp', 'terbaik', 'pokoknya']",3,"['mantappppppp', 'baik', 'pokok']",mantappppppp baik pokok,-4,1,Negatif
Padahal filmnya bagus2 tapi pas mau payment ngga bisa muluu,4,2022-12-17 04:41:38,Padahal filmnya bagus2 tapi pas mau payment ngga bisa muluu,padahal filmnya bagus tapi pas mau payment ngga bisa muluu,"['padahal', 'filmnya', 'bagus', 'tapi', 'pas', 'mau', 'payment', 'ngga', 'bisa', 'muluu']",10,"['filmnya', 'payment', 'ngga', 'muluu']",4,"['film', 'payment', 'ngga', 'muluu']",film payment ngga muluu,-2,2,Negatif
"Saya udah langganan 1 tahun baru mau dipakai dsruh langganan lagi, aplikasi menguras uang ajah, saldo gue terpotong 199.000 tapi aplikasi nggak mau kepakai👎",1,2022-12-16 23:51:03,"Saya udah langganan 1 tahun baru mau dipakai dsruh langganan lagi, aplikasi menguras uang ajah, saldo gue terpotong 199.000 tapi aplikasi nggak mau kepakai👎",saya udah langganan tahun baru mau dipakai dsruh langganan lagi aplikasi menguras uang ajah saldo gue terpotong tapi aplikasi nggak mau kepakai👎,"['saya', 'udah', 'langganan', 'tahun', 'baru', 'mau', 'dipakai', 'dsruh', 'langganan', 'lagi', 'aplikasi', 'menguras', 'uang', 'ajah', 'saldo', 'gue', 'terpotong', 'tapi', 'aplikasi', 'nggak', 'mau', 'kepakai👎']",22,"['langganan', 'dipakai', 'dsruh', 'langganan', 'menguras', 'uang', 'ajah', 'saldo', 'gue', 'terpotong', 'nggak', 'kepakai👎']",12,"['langgan', 'pakai', 'dsruh', 'langgan', 'uras', 'uang', 'ajah', 'saldo', 'gue', 'potong', 'nggak', 'pakai']",langgan pakai dsruh langgan uras uang ajah saldo gue potong nggak pakai,-2,2,Negatif
Hooh,4,2022-12-16 23:49:24,Hooh,hooh,['hooh'],1,['hooh'],1,['hooh'],hooh,0,3,Netral
Kenapa sih baru setengah nontn langsung bug black screnn ga guna dasar,1,2022-12-16 18:20:52,Kenapa sih baru setengah nontn langsung bug black screnn ga guna dasar,kenapa sih baru setengah nontn langsung bug black screnn ga guna dasar,"['kenapa', 'sih', 'baru', 'setengah', 'nontn', 'langsung', 'bug', 'black', 'screnn', 'ga', 'guna', 'dasar']",12,"['sih', 'nontn', 'langsung', 'bug', 'black', 'screnn', 'dasar']",7,"['sih', 'nontn', 'langsung', 'bug', 'black', 'screnn', 'dasar']",sih nontn langsung bug black screnn dasar,3,4,Positif
Keren bisa nonton apa aja tapi sayang gak bisa nonton Harry Potter yaudah lah yang penting seruu😃😃😃 pakek kartu kredit bayarnya ya👍👍,3,2022-12-16 17:25:02,Keren bisa nonton apa aja tapi sayang gak bisa nonton Harry Potter yaudah lah yang penting seruu😃😃😃 pakek kartu kredit bayarnya ya👍👍,keren bisa nonton apa aja tapi sayang gak bisa nonton harry potter yaudah lah yang penting seruu😃😃😃 pakek kartu kredit bayarnya ya👍👍,"['keren', 'bisa', 'nonton', 'apa', 'aja', 'tapi', 'sayang', 'gak', 'bisa', 'nonton', 'harry', 'potter', 'yaudah', 'lah', 'yang', 'penting', 'seruu😃😃😃', 'pakek', 'kartu', 'kredit', 'bayarnya', 'ya👍👍']",22,"['keren', 'nonton', 'sayang', 'nonton', 'harry', 'potter', 'yaudah', 'seruu😃😃😃', 'pakek', 'kartu', 'kredit', 'bayarnya', 'ya👍👍']",13,"['keren', 'nonton', 'sayang', 'nonton', 'harry', 'potter', 'yaudah', 'seruu', 'pakek', 'kartu', 'kredit', 'bayar', 'ya']",keren nonton sayang nonton harry potter yaudah seruu pakek kartu kredit bayar ya,-6,1,Negatif
Sia sia isi shope pay sama pulsa buat langganan tp malah gak bisa,1,2022-12-16 16:08:08,Sia enam konten shope denyut nadi yang sama untuk berlangganan tetapi tidak,sia enam konten shope denyut nadi yang sama untuk berlangganan tetapi tidak,"['sia', 'enam', 'konten', 'shope', 'denyut', 'nadi', 'yang', 'sama', 'untuk', 'berlangganan', 'tetapi', 'tidak']",12,"['sia', 'enam', 'konten', 'shope', 'denyut', 'nadi', 'berlangganan']",7,"['sia', 'enam', 'konten', 'shope', 'denyut', 'nadi', 'langgan']",sia enam konten shope denyut nadi langgan,-5,1,Negatif
mantap,5,2022-12-16 14:20:34,mantap,mantap,['mantap'],1,['mantap'],1,['mantap'],mantap,5,5,Positif
Aplikasi nya jelek banget film2 yang sudah di download tidak bisa diputar lagi. Minta tolong diperbaiki,1,2022-12-16 13:34:47,Aplikasi nya jelek banget film2 yang sudah di download tidak bisa diputar lagi. Minta tolong diperbaiki,aplikasi nya jelek banget film yang sudah di download tidak bisa diputar lagi minta tolong diperbaiki,"['aplikasi', 'nya', 'jelek', 'banget', 'film', 'yang', 'sudah', 'di', 'download', 'tidak', 'bisa', 'diputar', 'lagi', 'minta', 'tolong', 'diperbaiki']",16,"['film', 'download', 'diputar', 'diperbaiki']",4,"['film', 'download', 'putar', 'baik']",film download putar baik,-1,3,Netral
"Kenapa ga bisa login, gangguan terus",1,2022-12-16 13:07:16,"Kenapa ga bisa login, gangguan terus",kenapa ga bisa login gangguan terus,"['kenapa', 'ga', 'bisa', 'login', 'gangguan', 'terus']",6,"['login', 'gangguan']",2,"['login', 'ganggu']",login ganggu,-4,1,Negatif
baik,5,2022-12-16 12:52:09,baik,baik,['baik'],1,[],0,[],,0,3,Netral
"KESEL BANGET PADAHAL APK NYA UDH DI HAPUS, TAPI MALAH KE POTONG OTOMATIS LANGGANAN NYA.",1,2022-12-16 12:51:29,"KESEL BANGET PADAHAL APK NYA UDH DI HAPUS, TAPI MALAH KE POTONG OTOMATIS LANGGANAN NYA.",kesel banget padahal apk nya udh di hapus tapi malah ke potong otomatis langganan nya,"['kesel', 'banget', 'padahal', 'apk', 'nya', 'udh', 'di', 'hapus', 'tapi', 'malah', 'ke', 'potong', 'otomatis', 'langganan', 'nya']",15,"['kesel', 'apk', 'hapus', 'potong', 'otomatis', 'langganan']",6,"['kesel', 'apk', 'hapus', 'potong', 'otomatis', 'langgan']",kesel apk hapus potong otomatis langgan,-5,1,Negatif
WWE raw 🙏😥,5,2022-12-16 07:07:24,WWE RAW 🙏😥,wwe raw 🙏😥,"['wwe', 'raw', '🙏😥']",3,"['wwe', 'raw', '🙏😥']",3,"['wwe', 'raw', '']",wwe raw ,0,3,Netral
Minta kode OTP berasa lagi ngemis. Udah submit berkali kali tetep gak dikirim.,1,2022-12-16 04:35:49,Minta kode OTP berasa lagi ngemis. Udah submit berkali kali tetep gak dikirim.,minta kode otp berasa lagi ngemis udah submit berkali kali tetep gak dikirim,"['minta', 'kode', 'otp', 'berasa', 'lagi', 'ngemis', 'udah', 'submit', 'berkali', 'kali', 'tetep', 'gak', 'dikirim']",13,"['kode', 'otp', 'berasa', 'ngemis', 'submit', 'berkali', 'kali', 'tetep', 'dikirim']",9,"['kode', 'otp', 'asa', 'ngemis', 'submit', 'kali', 'kali', 'tetep', 'kirim']",kode otp asa ngemis submit kali kali tetep kirim,-3,2,Negatif
Sons of Anarchy S1 E2 kenapa Error Kode [ERR_PB_1413] Kocak!!! Ok Udh Ter.Atasi MANTAB bintang6,5,2022-12-15 20:37:36,Sons of Anarchy S1 E2 kenapa Error Kode [ERR_PB_1413] Kocak!!! Ok Udh Ter.Atasi MANTAB bintang6,sons of anarchy s e kenapa error kode errpb kocak ok udh teratasi mantab bintang,"['sons', 'of', 'anarchy', 's', 'e', 'kenapa', 'error', 'kode', 'errpb', 'kocak', 'ok', 'udh', 'teratasi', 'mantab', 'bintang']",15,"['sons', 'of', 'anarchy', 's', 'e', 'error', 'kode', 'errpb', 'kocak', 'ok', 'teratasi', 'mantab', 'bintang']",13,"['sons', 'of', 'anarchy', 's', 'e', 'error', 'kode', 'errpb', 'kocak', 'ok', 'atas', 'mantab', 'bintang']",sons of anarchy s e error kode errpb kocak ok atas mantab bintang,-10,1,Negatif
"Woi film Titanic kenapa dihapus anjeng!!! Percuma gue langganan, nyesel banget setan Apk sampah! Tau gini mending langganan netflix",1,2022-12-15 15:44:12,"Woi Titanic Film Why Not Has !!! Berlangganan Gratis, mencoba Banget Demons APK Trash! Anda tahu cara berlangganan Netflix",woi titanic film why not has berlangganan gratis mencoba banget demons apk trash anda tahu cara berlangganan netflix,"['woi', 'titanic', 'film', 'why', 'not', 'has', 'berlangganan', 'gratis', 'mencoba', 'banget', 'demons', 'apk', 'trash', 'anda', 'tahu', 'cara', 'berlangganan', 'netflix']",18,"['woi', 'titanic', 'film', 'why', 'not', 'has', 'berlangganan', 'gratis', 'mencoba', 'demons', 'apk', 'trash', 'berlangganan', 'netflix']",14,"['woi', 'titanic', 'film', 'why', 'not', 'has', 'langgan', 'gratis', 'coba', 'demons', 'apk', 'trash', 'langgan', 'netflix']",woi titanic film why not has langgan gratis coba demons apk trash langgan netflix,5,5,Positif
"Rugi bgt udh keluar duit 39k tapi kaga bisa nnton, malah muter2 mulu film nya kaga jalan. Coba film apapun sama aja cuma muter doang.. tapi kalo trailer nya doang semua film bisa di tonton, sedangkan film nya gak ada yg bisa.. kalo trailer nya aja bisa di tonton lancar kaga mungkin masalah nya ada di kuota atau sinyal.. Rugi bgt bayar mahal cuma buat nnton trailer film.. kalo cuma trailer mah di YouTube juga bisa gratis sepuasnya",1,2022-12-15 15:21:38,"Rugi bgt udh keluar duit 39k tapi kaga bisa nnton, malah muter2 mulu film nya kaga jalan. Coba film apapun sama aja cuma muter doang.. tapi kalo trailer nya doang semua film bisa di tonton, sedangkan film nya gak ada yg bisa.. kalo trailer nya aja bisa di tonton lancar kaga mungkin masalah nya ada di kuota atau sinyal.. Rugi bgt bayar mahal cuma buat nnton trailer film.. kalo cuma trailer mah di YouTube juga bisa gratis sepuasnya",rugi bgt udh keluar duit k tapi kaga bisa nnton malah muter mulu film nya kaga jalan coba film apapun sama aja cuma muter doang tapi kalo trailer nya doang semua film bisa di tonton sedangkan film nya gak ada yg bisa kalo trailer nya aja bisa di tonton lancar kaga mungkin masalah nya ada di kuota atau sinyal rugi bgt bayar mahal cuma buat nnton trailer film kalo cuma trailer mah di youtube juga bisa gratis sepuasnya,"['rugi', 'bgt', 'udh', 'keluar', 'duit', 'k', 'tapi', 'kaga', 'bisa', 'nnton', 'malah', 'muter', 'mulu', 'film', 'nya', 'kaga', 'jalan', 'coba', 'film', 'apapun', 'sama', 'aja', 'cuma', 'muter', 'doang', 'tapi', 'kalo', 'trailer', 'nya', 'doang', 'semua', 'film', 'bisa', 'di', 'tonton', 'sedangkan', 'film', 'nya', 'gak', 'ada', 'yg', 'bisa', 'kalo', 'trailer', 'nya', 'aja', 'bisa', 'di', 'tonton', 'lancar', 'kaga', 'mungkin', 'masalah', 'nya', 'ada', 'di', 'kuota', 'atau', 'sinyal', 'rugi', 'bgt', 'bayar', 'mahal', 'cuma', 'buat', 'nnton', 'trailer', 'film', 'kalo', 'cuma', 'trailer', 'mah', 'di', 'youtube', 'juga', 'bisa', 'gratis', 'sepuasnya']",78,"['rugi', 'bgt', 'duit', 'k', 'kaga', 'nnton', 'muter', 'mulu', 'film', 'kaga', 'jalan', 'coba', 'film', 'apapun', 'muter', 'doang', 'kalo', 'trailer', 'doang', 'film', 'tonton', 'film', 'kalo', 'trailer', 'tonton', 'lancar', 'kaga', 'kuota', 'sinyal', 'rugi', 'bgt', 'bayar', 'mahal', 'nnton', 'trailer', 'film', 'kalo', 'trailer', 'mah', 'youtube', 'gratis', 'sepuasnya']",42,"['rugi', 'bgt', 'duit', 'k', 'kaga', 'nnton', 'muter', 'mulu', 'film', 'kaga', 'jalan', 'coba', 'film', 'apa', 'muter', 'doang', 'kalo', 'trailer', 'doang', 'film', 'tonton', 'film', 'kalo', 'trailer', 'tonton', 'lancar', 'kaga', 'kuota', 'sinyal', 'rugi', 'bgt', 'bayar', 'mahal', 'nnton', 'trailer', 'film', 'kalo', 'trailer', 'mah', 'youtube', 'gratis', 'puas']",rugi bgt duit k kaga nnton muter mulu film kaga jalan coba film apa muter doang kalo trailer doang film tonton film kalo trailer tonton lancar kaga kuota sinyal rugi bgt bayar mahal nnton trailer film kalo trailer mah youtube gratis puas,-24,1,Negatif
Makin jelek gabisa di buka filmnya,2,2022-12-15 09:19:22,Makin jelek gabisa di buka filmnya,makin jelek gabisa di buka filmnya,"['makin', 'jelek', 'gabisa', 'di', 'buka', 'filmnya']",6,"['gabisa', 'buka', 'filmnya']",3,"['gabisa', 'buka', 'film']",gabisa buka film,-3,2,Negatif
tolong perbaiki aplikasinya suka buffering padahal sinyal baik baik saja,3,2022-12-15 09:18:55,tolong perbaiki aplikasinya suka buffering padahal sinyal baik baik saja,tolong perbaiki aplikasinya suka buffering padahal sinyal baik baik saja,"['tolong', 'perbaiki', 'aplikasinya', 'suka', 'buffering', 'padahal', 'sinyal', 'baik', 'baik', 'saja']",10,"['perbaiki', 'aplikasinya', 'suka', 'buffering', 'sinyal']",5,"['baik', 'aplikasi', 'suka', 'buffering', 'sinyal']",baik aplikasi suka buffering sinyal,-6,1,Negatif
"Di handphone saya selalu gak bisa Terjadi masalah DRM, sudah hubungi melalui email tetapi responnya lambat",1,2022-12-15 09:02:36,"Di handphone saya selalu gak bisa Terjadi masalah DRM, sudah hubungi melalui email tetapi responnya lambat",di handphone saya selalu gak bisa terjadi masalah drm sudah hubungi melalui email tetapi responnya lambat,"['di', 'handphone', 'saya', 'selalu', 'gak', 'bisa', 'terjadi', 'masalah', 'drm', 'sudah', 'hubungi', 'melalui', 'email', 'tetapi', 'responnya', 'lambat']",16,"['handphone', 'drm', 'hubungi', 'email', 'responnya', 'lambat']",6,"['handphone', 'drm', 'hubung', 'email', 'responnya', 'lambat']",handphone drm hubung email responnya lambat,-2,2,Negatif
