date,text,rating,translated_text,jumlah_kata_awal,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,skor_lexicon,skor_lexicon_ke_rating,sentimen_multiclass
2022-07-11,"Streaming any TV Shows or Movies often lags and my WiFi is fast (Amazon Prime, YouTube, Netflix, HBO never had any connection issues at best video quality). 

Don't fix app UI, for now, prioritise repair and upgrade on your server, so we all can enjoy streaming at Disney Hotstar.",4,"Streaming Acara TV atau Film apa pun sering kali lambat dan WiFi saya cepat (Amazon Prime, YouTube, Netflix, HBO tidak pernah mengalami masalah koneksi apa pun pada kualitas video terbaik). 

Jangan perbaiki UI aplikasi, untuk saat ini prioritaskan perbaikan dan upgrade pada server Anda, agar kita semua bisa menikmati streaming di Disney Hotstar.",49,streaming acara tv atau film apa pun sering kali lambat dan wifi saya cepat amazon prime youtube netflix hbo tidak pernah mengalami masalah koneksi apa pun pada kualitas video terbaik jangan perbaiki ui aplikasi untuk saat ini prioritaskan perbaikan dan upgrade pada server anda agar kita semua bisa menikmati streaming di disney hotstar,"['streaming', 'acara', 'tv', 'atau', 'film', 'apa', 'pun', 'sering', 'kali', 'lambat', 'dan', 'wifi', 'saya', 'cepat', 'amazon', 'prime', 'youtube', 'netflix', 'hbo', 'tidak', 'pernah', 'mengalami', 'masalah', 'koneksi', 'apa', 'pun', 'pada', 'kualitas', 'video', 'terbaik', 'jangan', 'perbaiki', 'ui', 'aplikasi', 'untuk', 'saat', 'ini', 'prioritaskan', 'perbaikan', 'dan', 'upgrade', 'pada', 'server', 'anda', 'agar', 'kita', 'semua', 'bisa', 'menikmati', 'streaming', 'di', 'disney', 'hotstar']",53,"['streaming', 'acara', 'tv', 'film', 'kali', 'lambat', 'wifi', 'cepat', 'amazon', 'prime', 'youtube', 'netflix', 'hbo', 'mengalami', 'koneksi', 'kualitas', 'video', 'terbaik', 'perbaiki', 'ui', 'prioritaskan', 'perbaikan', 'upgrade', 'server', 'menikmati', 'streaming', 'hotstar']",27,"['streaming', 'acara', 'tv', 'film', 'kali', 'lambat', 'wifi', 'cepat', 'amazon', 'prime', 'youtube', 'netflix', 'hbo', 'alami', 'koneksi', 'kualitas', 'video', 'baik', 'baik', 'ui', 'prioritas', 'baik', 'upgrade', 'server', 'nikmat', 'streaming', 'hotstar']",streaming acara tv film kali lambat wifi cepat amazon prime youtube netflix hbo alami koneksi kualitas video baik baik ui prioritas baik upgrade server nikmat streaming hotstar,-5,1,Negatif
2020-09-08,"Harganya mendukung, murah. Aplikasi bagus. Tapi kok film mulan gak di release ya?",5,"Harganya mendukung, murah. Aplikasi bagus. Tapi kok film mulan gak di release ya?",13,harganya mendukung murah aplikasi bagus tapi kok film mulan gak di release ya,"['harganya', 'mendukung', 'murah', 'aplikasi', 'bagus', 'tapi', 'kok', 'film', 'mulan', 'gak', 'di', 'release', 'ya']",13,"['harganya', 'mendukung', 'murah', 'film', 'mulan', 'release', 'ya']",7,"['harga', 'dukung', 'murah', 'film', 'mulan', 'release', 'ya']",harga dukung murah film mulan release ya,9,5,Positif
2022-09-17,"paling susah vertifikasi nmr hp,percuma udah langganan tapi gabisa masuk",2,"paling susah vertifikasi nmr hp,percuma udah langganan tapi gabisa masuk",10,paling susah vertifikasi nmr hppercuma udah langganan tapi gabisa masuk,"['paling', 'susah', 'vertifikasi', 'nmr', 'hppercuma', 'udah', 'langganan', 'tapi', 'gabisa', 'masuk']",10,"['susah', 'vertifikasi', 'nmr', 'hppercuma', 'langganan', 'gabisa', 'masuk']",7,"['susah', 'vertifikasi', 'nmr', 'hppercuma', 'langgan', 'gabisa', 'masuk']",susah vertifikasi nmr hppercuma langgan gabisa masuk,-4,1,Negatif
2020-09-13,"Even though its a different app from US. I think the app is pretty solid, without much bugs. The price is reasonable, but the library also not too huge so its fair. Need to add device mainly Apple TV. IOS user will mainly watch on TV via Apple TV. Also when playing the logo disney+ on top is rather annoying. Preferable no logo or UI when playing for more immerse experience (like Netflix). Keep it up!!",5,"Meskipun aplikasinya berbeda dari AS. Menurut saya aplikasinya cukup solid, tanpa banyak bug. Harganya masuk akal, tapi perpustakaannya juga tidak terlalu besar jadi lumayan. Perlu menambahkan perangkat terutama Apple TV. Pengguna iOS sebagian besar akan menonton di TV melalui Apple TV. Juga saat memutar logo disney+ di atas agak mengganggu. Sebaiknya tidak ada logo atau UI saat bermain untuk pengalaman yang lebih mendalam (seperti Netflix). Lanjutkan kerja baikmu!!",76,meskipun aplikasinya berbeda dari as menurut saya aplikasinya cukup solid tanpa banyak bug harganya masuk akal tapi perpustakaannya juga tidak terlalu besar jadi lumayan perlu menambahkan perangkat terutama apple tv pengguna ios sebagian besar akan menonton di tv melalui apple tv juga saat memutar logo disney di atas agak mengganggu sebaiknya tidak ada logo atau ui saat bermain untuk pengalaman yang lebih mendalam seperti netflix lanjutkan kerja baikmu,"['meskipun', 'aplikasinya', 'berbeda', 'dari', 'as', 'menurut', 'saya', 'aplikasinya', 'cukup', 'solid', 'tanpa', 'banyak', 'bug', 'harganya', 'masuk', 'akal', 'tapi', 'perpustakaannya', 'juga', 'tidak', 'terlalu', 'besar', 'jadi', 'lumayan', 'perlu', 'menambahkan', 'perangkat', 'terutama', 'apple', 'tv', 'pengguna', 'ios', 'sebagian', 'besar', 'akan', 'menonton', 'di', 'tv', 'melalui', 'apple', 'tv', 'juga', 'saat', 'memutar', 'logo', 'disney', 'di', 'atas', 'agak', 'mengganggu', 'sebaiknya', 'tidak', 'ada', 'logo', 'atau', 'ui', 'saat', 'bermain', 'untuk', 'pengalaman', 'yang', 'lebih', 'mendalam', 'seperti', 'netflix', 'lanjutkan', 'kerja', 'baikmu']",68,"['aplikasinya', 'berbeda', 'as', 'aplikasinya', 'solid', 'bug', 'harganya', 'masuk', 'akal', 'perpustakaannya', 'lumayan', 'perangkat', 'apple', 'tv', 'pengguna', 'ios', 'tv', 'apple', 'tv', 'memutar', 'logo', 'mengganggu', 'logo', 'ui', 'bermain', 'pengalaman', 'mendalam', 'netflix', 'lanjutkan', 'kerja', 'baikmu']",31,"['aplikasi', 'beda', 'as', 'aplikasi', 'solid', 'bug', 'harga', 'masuk', 'akal', 'pustaka', 'lumayan', 'perangkat', 'apple', 'tv', 'guna', 'ios', 'tv', 'apple', 'tv', 'putar', 'logo', 'ganggu', 'logo', 'ui', 'main', 'alam', 'dalam', 'netflix', 'lanjut', 'kerja', 'baik']",aplikasi beda as aplikasi solid bug harga masuk akal pustaka lumayan perangkat apple tv guna ios tv apple tv putar logo ganggu logo ui main alam dalam netflix lanjut kerja baik,-15,1,Negatif
2020-11-08,Kak nanti sy kasih bintang 5 kalau film radha krishna ada season 2 dan seterusnya 🙏🏻🙏🏻 pliss yah kak,3,Kak nanti sy kasih bintang 5 kalau film radha krishna ada season 2 dan seterusnya 🙏🏻🙏🏻 pliss yah kak,19,kak nanti sy kasih bintang kalau film radha krishna ada season dan seterusnya 🙏🏻🙏🏻 pliss yah kak,"['kak', 'nanti', 'sy', 'kasih', 'bintang', 'kalau', 'film', 'radha', 'krishna', 'ada', 'season', 'dan', 'seterusnya', '🙏🏻🙏🏻', 'pliss', 'yah', 'kak']",17,"['kak', 'sy', 'kasih', 'bintang', 'film', 'radha', 'krishna', 'season', '🙏🏻🙏🏻', 'pliss', 'yah', 'kak']",12,"['kak', 'sy', 'kasih', 'bintang', 'film', 'radha', 'krishna', 'season', '', 'pliss', 'yah', 'kak']",kak sy kasih bintang film radha krishna season  pliss yah kak,-1,3,Netral
2022-01-02,download for watching snowdrop kim jisoo,5,unduh untuk menonton tetesan salju kim jisoo,6,unduh untuk menonton tetesan salju kim jisoo,"['unduh', 'untuk', 'menonton', 'tetesan', 'salju', 'kim', 'jisoo']",7,"['unduh', 'tetesan', 'salju', 'kim', 'jisoo']",5,"['unduh', 'tetes', 'salju', 'kim', 'jisoo']",unduh tetes salju kim jisoo,-3,2,Negatif
2022-06-24,It suck,1,Itu menyebalkan,2,itu menyebalkan,"['itu', 'menyebalkan']",2,['menyebalkan'],1,['sebal'],sebal,0,3,Netral
2020-09-11,Dark mode,4,Mode gelap,2,mode gelap,"['mode', 'gelap']",2,"['mode', 'gelap']",2,"['mode', 'gelap']",mode gelap,-4,1,Negatif
2022-02-04,"Overall the app is so good but idk why is it so hard to get the otp code, I want to link my acc to another device but struggling with this.",3,"Secara keseluruhan aplikasinya sangat bagus tetapi saya tidak tahu mengapa sangat sulit mendapatkan kode otp, saya ingin menautkan akun saya ke perangkat lain tetapi kesulitan dengan ini.",31,secara keseluruhan aplikasinya sangat bagus tetapi saya tidak tahu mengapa sangat sulit mendapatkan kode otp saya ingin menautkan akun saya ke perangkat lain tetapi kesulitan dengan ini,"['secara', 'keseluruhan', 'aplikasinya', 'sangat', 'bagus', 'tetapi', 'saya', 'tidak', 'tahu', 'mengapa', 'sangat', 'sulit', 'mendapatkan', 'kode', 'otp', 'saya', 'ingin', 'menautkan', 'akun', 'saya', 'ke', 'perangkat', 'lain', 'tetapi', 'kesulitan', 'dengan', 'ini']",27,"['aplikasinya', 'sulit', 'kode', 'otp', 'menautkan', 'akun', 'perangkat', 'kesulitan']",8,"['aplikasi', 'sulit', 'kode', 'otp', 'taut', 'akun', 'perangkat', 'sulit']",aplikasi sulit kode otp taut akun perangkat sulit,-11,1,Negatif
2022-08-09,Had to kill app many times just to get the app loading. Every click resulted in frozen screen. Annoying 21+ acknowledgment for every damn episode. Do better.,2,Harus mematikan aplikasi berkali-kali hanya untuk memuat aplikasi. Setiap klik menghasilkan layar beku. Pengakuan 21+ yang menjengkelkan untuk setiap episode sialan. Lakukan lebih baik.,27,harus mematikan aplikasi berkalikali hanya untuk memuat aplikasi setiap klik menghasilkan layar beku pengakuan yang menjengkelkan untuk setiap episode sialan lakukan lebih baik,"['harus', 'mematikan', 'aplikasi', 'berkalikali', 'hanya', 'untuk', 'memuat', 'aplikasi', 'setiap', 'klik', 'menghasilkan', 'layar', 'beku', 'pengakuan', 'yang', 'menjengkelkan', 'untuk', 'setiap', 'episode', 'sialan', 'lakukan', 'lebih', 'baik']",23,"['mematikan', 'berkalikali', 'memuat', 'klik', 'menghasilkan', 'layar', 'beku', 'pengakuan', 'menjengkelkan', 'episode', 'sialan', 'lakukan']",12,"['mati', 'berkalikali', 'muat', 'klik', 'hasil', 'layar', 'beku', 'aku', 'jengkel', 'episode', 'sial', 'laku']",mati berkalikali muat klik hasil layar beku aku jengkel episode sial laku,-12,1,Negatif
2022-10-30,"Kode konfirmasinya dibenerin dulu goblok, ditunggu sejam kaga muncul babi",1,"Kode konfirmasinya dibenerin dulu goblok, ditunggu sejam kaga muncul babi",10,kode konfirmasinya dibenerin dulu goblok ditunggu sejam kaga muncul babi,"['kode', 'konfirmasinya', 'dibenerin', 'dulu', 'goblok', 'ditunggu', 'sejam', 'kaga', 'muncul', 'babi']",10,"['kode', 'konfirmasinya', 'dibenerin', 'goblok', 'ditunggu', 'sejam', 'kaga', 'muncul', 'babi']",9,"['kode', 'konfirmasi', 'dibenerin', 'goblok', 'tunggu', 'jam', 'kaga', 'muncul', 'babi']",kode konfirmasi dibenerin goblok tunggu jam kaga muncul babi,-14,1,Negatif
2020-09-04,"Very appreciate, finally Disney+ arrived in Indonesia. Please add support to tvOS so appleTV user can enjoy it on a big screen, since its already available on androidTV as well.",5,"Apresiasi sekali, akhirnya Disney+ hadir di Indonesia. Harap tambahkan dukungan ke tvOS sehingga pengguna appleTV dapat menikmatinya di layar besar, karena sudah tersedia di AndroidTV juga.",30,apresiasi sekali akhirnya disney hadir di indonesia harap tambahkan dukungan ke tvos sehingga pengguna appletv dapat menikmatinya di layar besar karena sudah tersedia di androidtv juga,"['apresiasi', 'sekali', 'akhirnya', 'disney', 'hadir', 'di', 'indonesia', 'harap', 'tambahkan', 'dukungan', 'ke', 'tvos', 'sehingga', 'pengguna', 'appletv', 'dapat', 'menikmatinya', 'di', 'layar', 'besar', 'karena', 'sudah', 'tersedia', 'di', 'androidtv', 'juga']",26,"['apresiasi', 'hadir', 'indonesia', 'harap', 'tambahkan', 'dukungan', 'tvos', 'pengguna', 'appletv', 'menikmatinya', 'layar', 'tersedia', 'androidtv']",13,"['apresiasi', 'hadir', 'indonesia', 'harap', 'tambah', 'dukung', 'tvos', 'guna', 'appletv', 'nikmat', 'layar', 'sedia', 'androidtv']",apresiasi hadir indonesia harap tambah dukung tvos guna appletv nikmat layar sedia androidtv,7,5,Positif
2020-10-04,"Filmnya banyak banget, cuma kurang di tambah film indonya di update lagi film2 terbarunya oberall suka banget 😬",5,"Filmnya banyak banget, cuma kurang di tambah film indonya di update lagi film2 terbarunya oberall suka banget 😬",18,filmnya banyak banget cuma kurang di tambah film indonya di update lagi film terbarunya oberall suka banget 😬,"['filmnya', 'banyak', 'banget', 'cuma', 'kurang', 'di', 'tambah', 'film', 'indonya', 'di', 'update', 'lagi', 'film', 'terbarunya', 'oberall', 'suka', 'banget', '😬']",18,"['filmnya', 'film', 'indonya', 'update', 'film', 'terbarunya', 'oberall', 'suka', '😬']",9,"['film', 'film', 'indonya', 'update', 'film', 'baru', 'oberall', 'suka', '']",film film indonya update film baru oberall suka ,-1,3,Netral
2022-01-23,Susah banget kalo login via web,3,Susah banget kalo login via web,6,susah banget kalo login via web,"['susah', 'banget', 'kalo', 'login', 'via', 'web']",6,"['susah', 'kalo', 'login', 'via', 'web']",5,"['susah', 'kalo', 'login', 'via', 'web']",susah kalo login via web,-3,2,Negatif
2022-03-24,I don't have money dumbass,4,"Aku tidak punya uang, bodoh",5,aku tidak punya uang bodoh,"['aku', 'tidak', 'punya', 'uang', 'bodoh']",5,"['uang', 'bodoh']",2,"['uang', 'bodoh']",uang bodoh,0,3,Netral
2020-09-08,"Sangat dinanti karena Konten DISNEY, That’s it, namun kenapa tidak bisa Airplay... 😟 Atau tolong buatkan aplikasi untuk APPLE TV Secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih",5,"Sangat dinanti karena Konten DISNEY, That’s it, namun kenapa tidak bisa Airplay... 😟 Atau tolong buatkan aplikasi untuk APPLE TV Secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih",24,sangat dinanti karena konten disney that’s it namun kenapa tidak bisa airplay 😟 atau tolong buatkan aplikasi untuk apple tv secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih,"['sangat', 'dinanti', 'karena', 'konten', 'disney', 'that', '’', 's', 'it', 'namun', 'kenapa', 'tidak', 'bisa', 'airplay', '😟', 'atau', 'tolong', 'buatkan', 'aplikasi', 'untuk', 'apple', 'tv', 'secepatnyaaa', '🙏🏻🙏🏻🙏🏻', '🙁🙁', 'makasiih']",26,"['dinanti', 'konten', 'that', '’', 's', 'it', 'airplay', '😟', 'buatkan', 'apple', 'tv', 'secepatnyaaa', '🙏🏻🙏🏻🙏🏻', '🙁🙁', 'makasiih']",15,"['nanti', 'konten', 'that', '', 's', 'it', 'airplay', '', 'buat', 'apple', 'tv', 'secepatnyaaa', '', '', 'makasiih']",nanti konten that  s it airplay  buat apple tv secepatnyaaa   makasiih,-1,3,Netral
2022-02-03,This app is really bad 👎 Playback error keep occurred when I want to play the download videos.. since my internet connection is quite slow I usually download the movies I want to watch first then watch it later after download is completed.  But this error keep happening so the download function is really useless.,1,Aplikasi ini jelek banget 👎 Kesalahan pemutaran terus terjadi ketika saya ingin memutar video unduhan.. karena koneksi internet saya cukup lambat biasanya saya mengunduh film yang ingin saya tonton terlebih dahulu baru menontonnya nanti setelah unduhan selesai.  Namun error ini terus terjadi sehingga fungsi download benar-benar tidak berguna.,55,aplikasi ini jelek banget 👎 kesalahan pemutaran terus terjadi ketika saya ingin memutar video unduhan karena koneksi internet saya cukup lambat biasanya saya mengunduh film yang ingin saya tonton terlebih dahulu baru menontonnya nanti setelah unduhan selesai namun error ini terus terjadi sehingga fungsi download benarbenar tidak berguna,"['aplikasi', 'ini', 'jelek', 'banget', '👎', 'kesalahan', 'pemutaran', 'terus', 'terjadi', 'ketika', 'saya', 'ingin', 'memutar', 'video', 'unduhan', 'karena', 'koneksi', 'internet', 'saya', 'cukup', 'lambat', 'biasanya', 'saya', 'mengunduh', 'film', 'yang', 'ingin', 'saya', 'tonton', 'terlebih', 'dahulu', 'baru', 'menontonnya', 'nanti', 'setelah', 'unduhan', 'selesai', 'namun', 'error', 'ini', 'terus', 'terjadi', 'sehingga', 'fungsi', 'download', 'benarbenar', 'tidak', 'berguna']",48,"['jelek', '👎', 'kesalahan', 'pemutaran', 'memutar', 'video', 'unduhan', 'koneksi', 'internet', 'lambat', 'mengunduh', 'film', 'tonton', 'menontonnya', 'unduhan', 'selesai', 'error', 'fungsi', 'download', 'benarbenar', 'berguna']",21,"['jelek', '', 'salah', 'putar', 'putar', 'video', 'unduh', 'koneksi', 'internet', 'lambat', 'unduh', 'film', 'tonton', 'tonton', 'unduh', 'selesai', 'error', 'fungsi', 'download', 'benarbenar', 'guna']",jelek  salah putar putar video unduh koneksi internet lambat unduh film tonton tonton unduh selesai error fungsi download benarbenar guna,-28,1,Negatif
2022-01-07,Udah bayar nih gw sinyal kenceng masa iya buffering terus!!,1,Udah bayar nih gw sinyal kenceng masa iya buffering terus!!,10,udah bayar nih gw sinyal kenceng masa iya buffering terus,"['udah', 'bayar', 'nih', 'gw', 'sinyal', 'kenceng', 'masa', 'iya', 'buffering', 'terus']",10,"['bayar', 'nih', 'gw', 'sinyal', 'kenceng', 'iya', 'buffering']",7,"['bayar', 'nih', 'gw', 'sinyal', 'kenceng', 'iya', 'buffering']",bayar nih gw sinyal kenceng iya buffering,-5,1,Negatif
2022-12-28,"After download the app and open. Here what happen :
1. Bug on seacrh btn, keyboard doesn’t show
2. Freeze app, I can’t even swap to back home",1,"Setelah mengunduh aplikasi dan membukanya. Inilah yang terjadi:
1. Bug pada tombol pencarian, keyboard tidak muncul
2. Bekukan aplikasi, saya bahkan tidak bisa menukar ke rumah",28,setelah mengunduh aplikasi dan membukanya inilah yang terjadi bug pada tombol pencarian keyboard tidak muncul bekukan aplikasi saya bahkan tidak bisa menukar ke rumah,"['setelah', 'mengunduh', 'aplikasi', 'dan', 'membukanya', 'inilah', 'yang', 'terjadi', 'bug', 'pada', 'tombol', 'pencarian', 'keyboard', 'tidak', 'muncul', 'bekukan', 'aplikasi', 'saya', 'bahkan', 'tidak', 'bisa', 'menukar', 'ke', 'rumah']",24,"['mengunduh', 'membukanya', 'bug', 'tombol', 'pencarian', 'keyboard', 'muncul', 'bekukan', 'menukar', 'rumah']",10,"['unduh', 'buka', 'bug', 'tombol', 'cari', 'keyboard', 'muncul', 'beku', 'tukar', 'rumah']",unduh buka bug tombol cari keyboard muncul beku tukar rumah,-9,1,Negatif
2020-09-27,Saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan 3 bulan dan langganan 1 tahun.,1,Saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan 3 bulan dan langganan 1 tahun.,21,saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan bulan dan langganan tahun,"['saya', 'ingin', 'memperpanjang', 'satu', 'tahun', 'langganan', 'yang', 'terjadi', 'malah', 'langganan', 'saya', 'jadi', 'ganda', 'alias', 'langganan', 'bulan', 'dan', 'langganan', 'tahun']",19,"['memperpanjang', 'langganan', 'langganan', 'ganda', 'alias', 'langganan', 'langganan']",7,"['panjang', 'langgan', 'langgan', 'ganda', 'alias', 'langgan', 'langgan']",panjang langgan langgan ganda alias langgan langgan,7,5,Positif
2020-10-05,"thanks, we can watch from apple tv now. fo next, please make it compatible with AirPods Pro Spatial Audio please",4,"terima kasih, kita bisa menonton dari apple tv sekarang. untuk selanjutnya, harap kompatibel dengan AirPods Pro Spatial Audio",20,terima kasih kita bisa menonton dari apple tv sekarang untuk selanjutnya harap kompatibel dengan airpods pro spatial audio,"['terima', 'kasih', 'kita', 'bisa', 'menonton', 'dari', 'apple', 'tv', 'sekarang', 'untuk', 'selanjutnya', 'harap', 'kompatibel', 'dengan', 'airpods', 'pro', 'spatial', 'audio']",18,"['terima', 'kasih', 'apple', 'tv', 'harap', 'kompatibel', 'airpods', 'pro', 'spatial', 'audio']",10,"['terima', 'kasih', 'apple', 'tv', 'harap', 'kompatibel', 'airpods', 'pro', 'spatial', 'audio']",terima kasih apple tv harap kompatibel airpods pro spatial audio,-2,2,Negatif
2020-10-06,Please add DARK MODE please...,5,Tolong tambahkan MODE GELAP...,5,tolong tambahkan mode gelap,"['tolong', 'tambahkan', 'mode', 'gelap']",4,"['tambahkan', 'mode', 'gelap']",3,"['tambah', 'mode', 'gelap']",tambah mode gelap,-1,3,Netral
2022-10-18,"ngk bisa login pake email
solusi",3,"ngk bisa login pake email
solusi",6,ngk bisa login pake email solusi,"['ngk', 'bisa', 'login', 'pake', 'email', 'solusi']",6,"['ngk', 'login', 'pake', 'email', 'solusi']",5,"['ngk', 'login', 'pake', 'email', 'solusi']",ngk login pake email solusi,3,4,Positif
2022-12-17,Kenapa si selalu gabisa play pake wifi,1,Kenapa si selalu gabisa play pake wifi,7,kenapa si selalu gabisa play pake wifi,"['kenapa', 'si', 'selalu', 'gabisa', 'play', 'pake', 'wifi']",7,"['si', 'gabisa', 'play', 'pake', 'wifi']",5,"['si', 'gabisa', 'play', 'pake', 'wifi']",si gabisa play pake wifi,0,3,Netral
2022-02-05,I want to log in the app with my phone number but I can’t get the otp code via SMS/Call even though my phone number is already correct,4,Saya ingin login aplikasi dengan nomor telepon saya tetapi saya tidak bisa mendapatkan kode otp melalui SMS/Telepon padahal nomor telepon saya sudah benar,28,saya ingin login aplikasi dengan nomor telepon saya tetapi saya tidak bisa mendapatkan kode otp melalui smstelepon padahal nomor telepon saya sudah benar,"['saya', 'ingin', 'login', 'aplikasi', 'dengan', 'nomor', 'telepon', 'saya', 'tetapi', 'saya', 'tidak', 'bisa', 'mendapatkan', 'kode', 'otp', 'melalui', 'smstelepon', 'padahal', 'nomor', 'telepon', 'saya', 'sudah', 'benar']",23,"['login', 'nomor', 'telepon', 'kode', 'otp', 'smstelepon', 'nomor', 'telepon']",8,"['login', 'nomor', 'telepon', 'kode', 'otp', 'smstelepon', 'nomor', 'telepon']",login nomor telepon kode otp smstelepon nomor telepon,-3,2,Negatif
