content,score,at,translated_content
"Ini aplikasi kenapa ya. Buat melanjutkan nonton visual nya nggak ada , tapi voice dan durasinya berjalan dengan baik. Sebelumnya baik"" saja , baru 3 hari saya instal & nonton. Apakah bug atau sengaja di batasi dari developernya.?",5,2025-02-21 09:47:09,"Ini aplikasi kenapa ya. Buat melanjutkan nonton visual nya nggak ada , tapi voice dan durasinya berjalan dengan baik. Sebelumnya baik"" saja , baru 3 hari saya instal & nonton. Apakah bug atau sengaja di batasi dari developernya.?"
Great apk!,5,2025-02-21 07:46:00,APK yang bagus!
kenapa saya tidak bisa menonton di handphone????padahal saya sudah bayar mahal,1,2025-02-21 05:22:23,kenapa saya tidak bisa menonton di handphone????padahal saya sudah bayar mahal
"Aplikasi SCAM , ga bisa Log In tapi tetap auto debit",1,2025-02-21 00:04:41,"Aplikasi SCAM , ga bisa Log In tapi tetap auto debit"
"""Terlalu banyak yang menggunakan akun anda saat ini"" ""Harap hentikan menonton di perangkat lain untuk melanjutkan video"" Padahal device lain sudah dimatikan. Dan bahkan sudah dikeluarkan dari aplikasi. Tapi masih aja muncul seperti diatas.",2,2025-02-20 17:27:50,"""Terlalu banyak yang menggunakan akun anda saat ini"" ""Harap hentikan menonton di perangkat lain untuk melanjutkan video"" Padahal device lain sudah dimatikan. Dan bahkan sudah dikeluarkan dari aplikasi. Tapi masih aja muncul seperti diatas."
"Aplikasi gajelas, kaptilasi, mau nonton aja dipersulit udh kek pemerintah",1,2025-02-20 15:06:17,"Aplikasi gajelas, kaptilasi, mau nonton aja dipersulit udh kek pemerintah"
Gd film terbaru ga update!,1,2025-02-20 13:01:50,Gd film terbaru ga update!
"Untuk aplikasi di perangkat tv, sounds nya aneh terutama di voice percakapan, saat percakapan santai volume terlalu kecil membuat saya harus menaikan volume dan saat adegan menegangkan volumenya menjadi terlalu besar sehingga harus diturun kan kembali masalah sepele yang bikin gak nyaman nonton.",3,2025-02-20 12:56:26,"Untuk aplikasi di perangkat tv, sounds nya aneh terutama di voice percakapan, saat percakapan santai volume terlalu kecil membuat saya harus menaikan volume dan saat adegan menegangkan volumenya menjadi terlalu besar sehingga harus diturun kan kembali masalah sepele yang bikin gak nyaman nonton."
Tolong diperbaiki bug nya gak bisa masuk ke aplikasi sering force close,1,2025-02-20 08:50:58,Tolong diperbaiki bug nya gak bisa masuk ke aplikasi sering force close
Mantap semoga makin jaya,5,2025-02-20 03:42:08,Mantap semoga makin jaya
kurang lengkap film nya,1,2025-02-19 15:57:44,kurang lengkap film nya
"Apk sering banget error, blank dan gk mau beroperasi",1,2025-02-19 04:27:48,"Apk sering banget error, blank dan gk mau beroperasi"
Mn videonya,1,2025-02-18 23:02:25,Mn videonya
Login aja susah 😡🤬,1,2025-02-18 22:51:13,Login aja susah 😡🤬
"Udah 2 hari g bisa nyambung gr2 pake wifi rumah. Pdhl biasanya lancar. Dengan note vpn dan proxy nyambung ,pdhl g sm sekali.Udah g usah lanjut lagi. G ada penanganan. Ternyata setelah cek komen juga sama.",1,2025-02-18 13:52:27,"Udah 2 hari g bisa nyambung gr2 pake wifi rumah. Pdhl biasanya lancar. Dengan note vpn dan proxy nyambung ,pdhl g sm sekali.Udah g usah lanjut lagi. G ada penanganan. Ternyata setelah cek komen juga sama."
Hapus jangan di download aplikasinya ribet,1,2025-02-18 12:37:27,Hapus jangan di download aplikasinya ribet
Sangat baik,5,2025-02-18 10:41:56,Sangat baik
mau nonton tapi film tapinga bisa video tidak bergerak sama sekali,1,2025-02-18 06:56:58,mau nonton tapi film tapinga bisa video tidak bergerak sama sekali
Banyak bug. langanannya mahal lagi,1,2025-02-18 05:05:09,Banyak bug. langanannya mahal lagi
Bagust moerah,1,2025-02-18 04:05:42,Bagust moerah
suara doang gx ada gambar,1,2025-02-18 02:01:40,suara doang gx ada gambar
Buruk aplikasinya susah bgt mau login padahal udah berlangganan,1,2025-02-17 12:55:33,Buruk aplikasinya susah bgt mau login padahal udah berlangganan
"Wow, jeryen sekali aplikasi ini, kualitas nya sangat bagus, dan pemutaran video sangat lancar 🦅",1,2025-02-17 12:35:11,"Wow, jeryen sekali aplikasi ini, kualitas nya sangat bagus, dan pemutaran video sangat lancar 🦅"
Mantap,5,2025-02-17 10:25:25,Mantap
Karena bisa menonton apa saja jadi karena ada ngeback nya jadi nya kasih bintang 4 dulu tapi bagus kok,4,2025-02-17 09:52:21,Karena bisa menonton apa saja jadi karena ada ngeback nya jadi nya kasih bintang 4 dulu tapi bagus kok
Oy dana gua ke kuras plis lah kalau pembayaran tolong konfirmasi ke emaillllll kan ada emailll kalau telatya udah jangan asal,1,2025-02-17 07:36:50,Oy dana gua ke kuras plis lah kalau pembayaran tolong konfirmasi ke emaillllll kan ada emailll kalau telatya udah jangan asal
gak bisa di bukaa,1,2025-02-16 13:39:23,gak bisa di bukaa
"Yang berlangganan kok pada ngeluh ya, aku kaum mendang - mending cari yang gratisan aja, banyak film yang saya cari dari short video di Facebook saya temukan disini. Searching ketemu langsung download filmnya nonton pas lagi fatique saat mancal HD di tambang atau saat hujan. Sebelumnya berlangganan di netfl*x cuma banyak pencarian film g ketemu,iseng"" cari aplikasi yang lainnya ketemu lah aplikasi ini, auto stop berlangganan netflix uninstall dan setia pakai aplikasi ini. Makasih BSTATION.",5,2025-02-16 09:12:07,"Yang berlangganan kok pada ngeluh ya, aku kaum mendang - mending cari yang gratisan aja, banyak film yang saya cari dari short video di Facebook saya temukan disini. Searching ketemu langsung download filmnya nonton pas lagi fatique saat mancal HD di tambang atau saat hujan. Sebelumnya berlangganan di netfl*x cuma banyak pencarian film g ketemu,iseng"" cari aplikasi yang lainnya ketemu lah aplikasi ini, auto stop berlangganan netflix uninstall dan setia pakai aplikasi ini. Makasih BSTATION."
"Saya sangat menyukai aplikasi ini!, namun. Ada beberapa bug di aplikasi ini seperti saat saya gagal mendownload film yang saya inginkan, dan saya memencet ""Coba Unduh Lagi"" tetapi tidak terunduh melainkan tidak terjadi apa-apa, saya disini melapor kan bug dan saya mengrating aplikasi ini. Terimakasih!",4,2025-02-16 09:07:01,"Saya sangat menyukai aplikasi ini!, namun. Ada beberapa bug di aplikasi ini seperti saat saya gagal mendownload film yang saya inginkan, dan saya memencet ""Coba Unduh Lagi"" tetapi tidak terunduh melainkan tidak terjadi apa-apa, saya disini melapor kan bug dan saya mengrating aplikasi ini. Terimakasih!"
baik,5,2025-02-16 08:58:48,baik
Apk gj download lama pas nonton eh gak ada gambar huuu 😤😤😤😤,1,2025-02-16 07:25:33,Apk gj download lama pas nonton eh gak ada gambar huuu 😤😤😤😤
"Sori kasih bintang 1. Jelek tidak seperti netflix. Ini sudah pilih yang premium 10 device, malah cuma bisa 2 device...huft...",1,2025-02-16 03:07:21,"Sori kasih bintang 1. Jelek tidak seperti netflix. Ini sudah pilih yang premium 10 device, malah cuma bisa 2 device...huft..."
Sangat susah sekali dan bahkan tidak bisa login nya,2,2025-02-16 02:41:33,Sangat susah sekali dan bahkan tidak bisa login nya
Hahaha. Memalukan,1,2025-02-16 01:16:08,Hahaha. Memalukan
Otp code salah terus,1,2025-02-15 17:11:56,Otp code salah terus
Miris rate nya juga,1,2025-02-15 15:06:46,Miris rate nya juga
Masa baru download langsung di suruhh bayar,1,2025-02-15 13:01:28,Masa baru download langsung di suruhh bayar
"Udah berlangganan, belum sampai sebulan udah ga bisa nonton lagi, layar nya gelap padahal wifi lancar"" Aja",1,2025-02-15 08:19:22,"Udah berlangganan, belum sampai sebulan udah ga bisa nonton lagi, layar nya gelap padahal wifi lancar"" Aja"
jir jelek banget ratingnya,1,2025-02-15 04:19:55,jir jelek banget ratingnya
"APLIKASI NYA BURUK sering gagal putar, mirror ke tv juga sering gak bisa.. film2 nya kurang menarik.. terlalu banyak BUG,, subtitle indo nya juga bnyk yg gak ada.. menyesal bgt berlangganan krna review2 busuk di youtube,, cuma dipake 2-3x aja.. mending nambah dikit langganan netflix sdh jelas2 berkualitas, drpd langganan ini gak bisa dipake.. APES",1,2025-02-15 04:14:08,"APLIKASI NYA BURUK sering gagal putar, mirror ke tv juga sering gak bisa.. film2 nya kurang menarik.. terlalu banyak BUG,, subtitle indo nya juga bnyk yg gak ada.. menyesal bgt berlangganan krna review2 busuk di youtube,, cuma dipake 2-3x aja.. mending nambah dikit langganan netflix sdh jelas2 berkualitas, drpd langganan ini gak bisa dipake.. APES"
"Sering ga konek, udah bayar mahal dan langganan susah buat nontonnya. Tolong PECAT DIVISI NETWORK NYA. Payah.",1,2025-02-14 22:36:41,"Sering ga konek, udah bayar mahal dan langganan susah buat nontonnya. Tolong PECAT DIVISI NETWORK NYA. Payah."
"Tolong ditambah lagi filmnya, terutama banyak drama korea yang bagus",4,2025-02-14 18:50:32,"Tolong ditambah lagi filmnya, terutama banyak drama korea yang bagus"
"Emang benar ada beberapa bug,tapi dilihat dari sisi baik,entah kenapa apk ini memulihkan akun ku dulu yang telah lama hilang,jadii Terima kasih atas bantuan nya",5,2025-02-14 14:13:49,"Emang benar ada beberapa bug,tapi dilihat dari sisi baik,entah kenapa apk ini memulihkan akun ku dulu yang telah lama hilang,jadii Terima kasih atas bantuan nya"
Baru saja berlangganan sudah error tidak bisa di tonton,1,2025-02-13 13:48:05,Baru saja berlangganan sudah error tidak bisa di tonton
"Woy uang gw ngapa diambil,pdhl gk berlangganan lgi malah kepotong lgi duitnya",1,2025-02-13 06:24:02,"Woy uang gw ngapa diambil,pdhl gk berlangganan lgi malah kepotong lgi duitnya"
Gak bisa login,1,2025-02-13 04:13:26,Gak bisa login
Ada film yg gratis buat menonton?,5,2025-02-12 19:16:03,Ada film yg gratis buat menonton?
Aplikasi sampah,1,2025-02-12 15:09:10,Aplikasi sampah
Kaya pler,1,2025-02-12 12:53:41,Jadi tolong
untuk developer tolong segera di perbaiki semua fiturnya. lihat ranting aplikasi ini sangat jelek sekali! kualitas aplikasi sangat buruk.,1,2025-02-12 12:05:55,untuk developer tolong segera di perbaiki semua fiturnya. lihat ranting aplikasi ini sangat jelek sekali! kualitas aplikasi sangat buruk.
Pelayanan Disney mantap cuy,5,2025-02-12 08:40:12,Pelayanan Disney mantap cuy
Terpotong otomatis biaya nya melalui dana tapi sampai skrg sudah 2 hari blm bisa di tonton disitu di katakan lakukan pembayaran dulu.,3,2025-02-12 08:00:05,Terpotong otomatis biaya nya melalui dana tapi sampai skrg sudah 2 hari blm bisa di tonton disitu di katakan lakukan pembayaran dulu.
Aplikasinya jelek di persulit mulu kode verif nya gajelas udh di masukin bner malah salah berulang ulang,1,2025-02-12 07:49:39,Aplikasinya jelek di persulit mulu kode verif nya gajelas udh di masukin bner malah salah berulang ulang
Kurang bagus masalh nya semua trailer doang,1,2025-02-12 06:41:57,Kurang bagus masalh nya semua trailer doang
"video hanya muncul suara, sudah mencoba dikasih apk via google drive ternyata hanya beberapa waktu saja dan permasalahan muncul kembali...",1,2025-02-12 02:13:17,"video hanya muncul suara, sudah mencoba dikasih apk via google drive ternyata hanya beberapa waktu saja dan permasalahan muncul kembali..."
Halo kenapa aku ga dapet kode?,1,2025-02-12 01:14:42,Halo kenapa aku ga dapet kode?
"Bintang tidak berbohong, dari pada buang2 duit buat langganan ini aplikasi. mending cari aplikasi streaming lain yg lebih jelas dan pasti.",1,2025-02-11 18:05:27,"Bintang tidak berbohong, dari pada buang2 duit buat langganan ini aplikasi. mending cari aplikasi streaming lain yg lebih jelas dan pasti."
"Gak bisa hapus akun, aplikasi busuk",1,2025-02-11 08:35:06,"Gak bisa hapus akun, aplikasi busuk"
Jelekkk,1,2025-02-11 07:36:04,Jelekkk
"tidak bisa di buka,alasan kedahalan jaringan",1,2025-02-11 04:47:02,"tidak bisa di buka,alasan kedahalan jaringan"
Nga bisa login,1,2025-02-11 02:07:01,Nga bisa login
Ganti nama aplikasinya jadi Disney hot radio suara doang GK ada gambar blog..,1,2025-02-10 17:54:15,Ganti nama aplikasinya jadi Disney hot radio suara doang GK ada gambar blog..
Saya berlangganan disney 1 bulan. Langganan saya berakhir tanggal 12 februari. Ini masih tanggal 10 februari dan masa langganan belum berakhir. Tapi saldo saya sudah terpotong dan tidak ada pengembalian dana. Tolong tanggapi!,1,2025-02-10 15:57:07,Saya berlangganan disney 1 bulan. Langganan saya berakhir tanggal 12 februari. Ini masih tanggal 10 februari dan masa langganan belum berakhir. Tapi saldo saya sudah terpotong dan tidak ada pengembalian dana. Tolong tanggapi!
aku suka😄😆,5,2025-02-10 15:45:44,aku suka😄😆
"Kirain filmnya bagus-bagus ternyata jelak kebanyakan kartun, fantasi dan drama tidak jelas.",1,2025-02-10 15:45:24,"Kirain filmnya bagus-bagus ternyata jelak kebanyakan kartun, fantasi dan drama tidak jelas."
"Nonton film selalu bufering,email cs tetap nggak ada solusi",1,2025-02-10 14:41:36,"Nonton film selalu bufering,email cs tetap nggak ada solusi"
Hapus aja aplikasih ini dari play store,1,2025-02-10 13:42:20,Hapus aja aplikasih ini dari play store
"Video susah di putar error Mulu, suara gak ada mending Netflix dah",1,2025-02-10 04:43:41,"Video susah di putar error Mulu, suara gak ada mending Netflix dah"
I Like Disney+ Hotstar!,5,2025-02-09 15:53:25,Saya Suka Disney+ Hotstar!
"Gabisa login padahal jaringan bagus,wifi ga bisa,paket data pun gabisa",1,2025-02-09 13:07:57,"Gabisa login padahal jaringan bagus,wifi ga bisa,paket data pun gabisa"
"Aplikasi ngga jelas br mau daftar aja udah ngga bisa, klu ngga siap pakai ngga usah launching aplikasi sampah kaya gini",1,2025-02-09 12:38:14,"Aplikasi ngga jelas br mau daftar aja udah ngga bisa, klu ngga siap pakai ngga usah launching aplikasi sampah kaya gini"
Kenapa Spider verse sedikit?,5,2025-02-09 07:06:58,Kenapa Spider verse sedikit?
Payaahhh kode otp udah dimasukin tapi salah mulu. Yang ngirim kode otp kan lu sendiri. Masa kode otp lu yang ngirim lu juga yang salahin. Aneh,1,2025-02-08 15:26:25,Kode otp payaahhh sudah dimasukkan tapi selalu salah. Anda sendiri yang mengirimkan kode otpnya. Mengapa Anda mengirimi Anda kode otp untuk menyalahkan Anda juga. Aneh
"Kenapa pemutaran videonya menjadi lemot sekalii, padahal internet syaa lancar saja di platform lain",3,2025-02-08 13:31:40,"Kenapa pemutaran videonya menjadi lemot sekalii, padahal internet syaa lancar saja di platform lain"
Jelek banget deh ap nya.....masak aku. Cuman tertaut 1 pas nonton ad pemberitahuan full screen...maksudnya apa coba ????,1,2025-02-08 11:19:33,Jelek banget deh ap nya.....masak aku. Cuman tertaut 1 pas nonton ad pemberitahuan full screen...maksudnya apa coba ????
Mau nonton film ga bisa2. Tulisannya masalah jaringan. Sudah pakai wifi dan data tetep ga bisa.,1,2025-02-08 05:03:50,Mau nonton film ga bisa2. Tulisannya masalah jaringan. Sudah pakai wifi dan data tetep ga bisa.
KODE VERIFIKASI NYA GABISA ANEHHHHHHHHH GAJELAS NOIY GILA STRESSSSS,1,2025-02-07 14:31:27,KODE VERIFIKASI NYA GABISA ANEHHHHHHHHH GAJELAS NOIY GILA STRESSSSS
"Ya Tuhan Tolong Kembalikan Uang Saya. Tiba Tiba Ketarik Otomatis Di Akun Dana Saya Senilai 65.000,itu sepertinya kepencet fitur langananya,saya mohon kembalikan uang saya,saya sangat membutuhkan uang saya",3,2025-02-07 14:18:19,"Ya Tuhan Tolong Kembalikan Uang Saya. Tiba Tiba Ketarik Otomatis Di Akun Dana Saya Senilai 65.000,itu sepertinya kepencet fitur langananya,saya mohon kembalikan uang saya,saya sangat membutuhkan uang saya"
Suaranya kecil banget beda sama Netflix dan lain2.,2,2025-02-07 10:56:19,Suaranya kecil banget beda sama Netflix dan lain2.
Sukanya ngulang ngulang kode Gak masuk juga,1,2025-02-07 10:22:51,Dia suka mengulangi kodenya. Itu juga tidak masuk
Maaaf kasih bintang dua soalnya pas mau login tiba tiba gak bisa login,3,2025-02-07 09:30:53,Maaaf kasih bintang dua soalnya pas mau login tiba tiba gak bisa login
ini apk sampah. gambar muter2 mulu. gjs,1,2025-02-06 15:28:26,ini apk sampah. gambar muter2 mulu. gjs
"film banyak yg dihilangkan, bahkan upin ipin, pdhl aku langganan 1 tahun pas tahun 2023 200rb an, skrng 400-700 rb an. mau stop langganan tp aku pecinta princess disney😔",2,2025-02-06 15:26:03,"film banyak yg dihilangkan, bahkan upin ipin, pdhl aku langganan 1 tahun pas tahun 2023 200rb an, skrng 400-700 rb an. mau stop langganan tp aku pecinta princess disney😔"
Baik,1,2025-02-06 14:06:11,Baik
Tidak ada gambar nya.cuma suara...kembalikan uang saya,1,2025-02-06 08:28:17,Tidak ada gambar nya.cuma suara...kembalikan uang saya
Tolong perbanyak dubing seperti aplikasi sebelah dan perbanyak/perlengkap fitur seperti aplikasi sebelah,4,2025-02-05 16:25:12,Tolong perbanyak dubing seperti aplikasi sebelah dan perbanyak/perlengkap fitur seperti aplikasi sebelah
"subtitle kecil, sering ngelag",1,2025-02-05 12:25:15,"subtitle kecil, sering ngelag"
Harus bayar klo mau nnton,2,2025-02-05 11:41:23,Harus bayar klo mau nnton
Untuk login harus logout dulu salah satu akun jadi nya repot,2,2025-02-05 10:37:09,Untuk login harus logout dulu salah satu akun jadi nya repot
Ini knpa udh download malah ga bisa daftar gabisa di pencet pas mau masukin kode negara nya haduhh,1,2025-02-05 06:56:20,Ini knpa udh download malah ga bisa daftar gabisa di pencet pas mau masukin kode negara nya haduhh
"Min mau nanya, ini masalah yang sering di alami(cuma ada suara, tidak ada gambar) sudah di perbaiki belum ya? Saya ingin berlangganan lagi tapi takut ga bisa di pakai karena masalah tersebut. tolong min bisa bantu jawab",3,2025-02-05 01:52:57,"Min mau nanya, ini masalah yang sering di alami(cuma ada suara, tidak ada gambar) sudah di perbaiki belum ya? Saya ingin berlangganan lagi tapi takut ga bisa di pakai karena masalah tersebut. tolong min bisa bantu jawab"
"video selalu buffering , sudah pakai wifi atau data sama saja ratting bintang 1 sebanyak itu ga ada perbaikan aplikasi",1,2025-02-04 17:42:52,"video selalu buffering , sudah pakai wifi atau data sama saja ratting bintang 1 sebanyak itu ga ada perbaikan aplikasi"
Tidak bisa login.,1,2025-02-04 14:11:01,Tidak bisa login.
"Yakali gua ngatur subtitle di ytub biar kecil,mlh di disney ikut kecil ,tolong segera diperbaiki",1,2025-02-04 13:22:46,"Yakali gua ngatur subtitle di ytub biar kecil,mlh di disney ikut kecil ,tolong segera diperbaiki"
Bagus sihhh tapi filim nya kurang banyak,3,2025-02-04 11:01:23,Bagus sihhh tapi filim nya kurang banyak
"Ini kenapa ya?? Kok gada gambarnya pas nonton, cuma ada suaranya 😔😔",1,2025-02-04 09:45:52,"Ini kenapa ya?? Kok gada gambarnya pas nonton, cuma ada suaranya 😔😔"
Langganannya mihil boss,4,2025-02-03 19:20:02,Langganannya mihil boss
Rugiiii,1,2025-02-03 16:41:10,Rugiiii
Kacau Disney hotstar sekarang ada suara tidak ada gambar untung tidak saya upgrade untuk semua cari aplikasi yang lain saja,1,2025-02-03 11:46:40,Kacau Disney hotstar sekarang ada suara tidak ada gambar untung tidak saya upgrade untuk semua cari aplikasi yang lain saja
Kenapa saat masuk otp tidak bisa masuk ke apk saat di klik,1,2025-02-03 11:37:25,Kenapa saat masuk otp tidak bisa masuk ke apk saat di klik
Kualitas download film sudah pilih full hd ketika di play rendering gambar turun seperti streaming ketika koneksi internet jelek.,3,2025-02-02 18:17:31,Kualitas download film sudah pilih full hd ketika di play rendering gambar turun seperti streaming ketika koneksi internet jelek.
Kalau pake data seluler lancar tapi kalau pakai wifi gak bisa,1,2025-02-02 14:34:01,Kalau pake data seluler lancar tapi kalau pakai wifi gak bisa
"Aplikasi busuk, suara ada gambarnya gak ada. Udh berasa lagi denger radio aja",1,2025-02-02 14:27:26,"Aplikasi busuk, suara ada gambarnya gak ada. Udh berasa lagi denger radio aja"
Najis,1,2025-02-02 13:35:20,Najis
"Saran kepada Applikasi Disney Hotstar, baru baru ini, aplikasi sering tidak tampilkan gambar film, hanya ada suara, meski Telah update app...",3,2025-02-02 10:16:22,"Saran kepada Applikasi Disney Hotstar, baru baru ini, aplikasi sering tidak tampilkan gambar film, hanya ada suara, meski Telah update app..."
"Kenapa saya tidak bisa menonton film yg ingin saya tonton padahal saya sudah upgrade ke premium,,selalu loading tolong diperbaiki masa udh beli mahal² g bs dibuka[tidak bisa dibuka pada pukul (16.15)(2 febuari 2025)]",1,2025-02-02 09:30:45,"Kenapa saya tidak bisa menonton film yg ingin saya tonton padahal saya sudah upgrade ke premium,,selalu loading tolong diperbaiki masa udh beli mahal² g bs dibuka[tidak bisa dibuka pada pukul (16.15)(2 febuari 2025)]"
"Udah mah sekarang film disney dah busuk isi harga platform filmnya mahal, siapa yg mau beli terus menerus",1,2025-02-01 14:21:01,"Udah mah sekarang film disney dah busuk isi harga platform filmnya mahal, siapa yg mau beli terus menerus"
Blackscreen for 2 days. Lol i can't even screenshoot because it's when I'm watching something,1,2025-02-01 09:37:36,"Layar Hitam selama 2 hari. Loh, aku bahkan tidak bisa mengambil screenshot karena itu saat aku sedang menonton sesuatu"
"Video tdk muncul gambar, hanya ada suara. Sdh uninstall - install lagi tetap tdk bisa. Settingan video sdh mode paling rendah, tetap tdk bisa. Sdh email ke disney hotstar, sdh lakukan langkah2 di email tetap tdk bisa, mana ribet banget step2 nya",1,2025-02-01 09:10:49,"Video tdk muncul gambar, hanya ada suara. Sdh uninstall - install lagi tetap tdk bisa. Settingan video sdh mode paling rendah, tetap tdk bisa. Sdh email ke disney hotstar, sdh lakukan langkah2 di email tetap tdk bisa, mana ribet banget step2 nya"
"Ini disney aneh banget sumpah tolil, cuma mau masuk doang tinggal masukin kode otp tapi salah terus. Kode otp nya aja sms langsung dari disney tapi disalahin terus. Gimana ceritanyaaaa, ah!",1,2025-02-01 08:39:23,"Ini disney aneh banget sumpah tolil, cuma mau masuk doang tinggal masukin kode otp tapi salah terus. Kode otp nya aja sms langsung dari disney tapi disalahin terus. Gimana ceritanyaaaa, ah!"
"Selalu saja gangguan koneksi, tidak ada solusi, email tidak ada solusi",1,2025-02-01 06:33:53,"Selalu saja gangguan koneksi, tidak ada solusi, email tidak ada solusi"
"Nyesel berlanganan, aplikasinya ga memadai, tolong di benerin lagi dong",1,2025-02-01 03:00:43,"Mohon maaf aplikasinya kurang, mohon diperbaiki kembali"
"susah login, dicoba berulang kali tidak bisa",1,2025-02-01 01:59:19,"susah login, dicoba berulang kali tidak bisa"
"Aplikasi apa ini.. Setiap nonton film baru.. selalu macet2, kualitas gambar nya di turunkan pun masih bgitu.. Nyesel berlangganan..",1,2025-02-01 01:23:46,"Aplikasi apa ini.. Setiap nonton film baru.. selalu macet2, kualitas gambar nya di turunkan pun masih bgitu.. Nyesel berlangganan.."
Mau login aja ga bisa..masukin no hp terkendala🤦‍♂,1,2025-02-01 00:55:46,Mau login aja ga bisa..masukin no hp terkendala🤦‍♂
Aplikasi taekk.. Padahal sinyal lancar tapi loading minta ampun pas streaming. Emang aplikasi streaming paling taekk.. Nyesel langganan,1,2025-01-31 13:24:37,Aplikasi taekk.. Padahal sinyal lancar tapi loading minta ampun pas streaming. Emang aplikasi streaming paling taekk.. Nyesel langganan
Mantul,5,2025-01-31 11:59:01,Mantul
Terima kasih,5,2025-01-31 10:05:53,Terima kasih
Mau login eror terus,1,2025-01-31 05:33:11,Mau login eror terus
Udh download sama uninstall berkali² tapi tetap aja gak bisa masuk tulisannya terjadi kesalahan. kemarin bisa tuh masuk ehh pas mau langganan di apknya gak bisa tulisannya terjadi kesalahan,1,2025-01-31 04:24:37,Udh download sama uninstall berkali² tapi tetap aja gak bisa masuk tulisannya terjadi kesalahan. kemarin bisa tuh masuk ehh pas mau langganan di apknya gak bisa tulisannya terjadi kesalahan
Disney suck,1,2025-01-31 03:26:44,Disney payah
"Kenapa yah cuma bisa satu device saja yang bisa di tonton, padahal saya berlangganan untuk 3 device??? Tolong yang amanah dong, jangan menipu",2,2025-01-30 15:29:49,"Kenapa yah cuma bisa satu device saja yang bisa di tonton, padahal saya berlangganan untuk 3 device??? Tolong yang amanah dong, jangan menipu"
"Gua nyesel bgt udah bayar bulanan malah gak bisa di tonton, ini kenapa sih disney suara nya doang yg muncul tapi gambar nya gak muncul 😭😮‍💨",1,2025-01-30 13:53:33,"Gua nyesel bgt udah bayar bulanan malah gak bisa di tonton, ini kenapa sih disney suara nya doang yg muncul tapi gambar nya gak muncul 😭😮‍💨"
Overall bagus cuma saya ada sedikit masalah sama ui nya yg suka ngebut ya cuma itu aja sih,4,2025-01-30 09:09:06,"Secara keseluruhan bagus, tapi saya ada sedikit masalah dengan UI-nya yang suka ngebut, itu saja"
"Langganan sudah dibatalkan tapi dana tetap di debet. Langganan saya berakhir 31 Januari, dan sudah melakukan pembatalan perpanjangan. Tapi dana saya sudah di debet dari gopay tanggal 30 Januari. Bagaimana caranya untuk mengajukan pengembalian dana?",2,2025-01-30 03:54:25,"Langganan sudah dibatalkan tapi dana tetap di debet. Langganan saya berakhir 31 Januari, dan sudah melakukan pembatalan perpanjangan. Tapi dana saya sudah di debet dari gopay tanggal 30 Januari. Bagaimana caranya untuk mengajukan pengembalian dana?"
PANTAS RATING JELEK NONTON AJA GA BISA HARUS BAYAR MAHAL LAGI JANGAN DOWNLOAD,1,2025-01-29 07:35:48,PANTAS RATING JELEK NONTON AJA GA BISA HARUS BAYAR MAHAL LAGI JANGAN DOWNLOAD
keep it up i love this app 🤩,1,2025-01-29 05:42:49,"pertahankan, aku suka aplikasi ini 🤩"
"Tolong lah dibantu, padahal saya tidak pernah menggunakan vpn atau proxy tapi tiba-tiba pas mau nonton muncul notif kesalahan koneksi katanya terhubung ke vpn atau proxy. Rugi saya bayar mahal nggak bisa nonton sama sekali. Eh giliran buat pengaduan katanya harus nonton pake kuota internet jangan pake wifi rumah, ya boros banget dong",1,2025-01-29 01:30:03,"Tolong lah dibantu, padahal saya tidak pernah menggunakan vpn atau proxy tapi tiba-tiba pas mau nonton muncul notif kesalahan koneksi katanya terhubung ke vpn atau proxy. Rugi saya bayar mahal nggak bisa nonton sama sekali. Eh giliran buat pengaduan katanya harus nonton pake kuota internet jangan pake wifi rumah, ya boros banget dong"
"ini kenapa saya gak bisa daftar yah, padahal udah di kirim kodeny tapi tetep salah, padahal kodenya benar?",1,2025-01-28 14:09:06,"ini kenapa saya gak bisa daftar yah, padahal udah di kirim kodeny tapi tetep salah, padahal kodenya benar?"
"Beresin segera dah nih apps, sumpah, masak ga masih tetap ga ada gambarnya cuman ada suaranya aja 😡😡 Satu lagi, ga usah minta user kirim2 keluhan via email. Langsung perbaiki apps nya. Ga usah ngeribetin user 😡😡",1,2025-01-28 10:20:55,"Beresin segera dah nih apps, sumpah, masak ga masih tetap ga ada gambarnya cuman ada suaranya aja 😡😡 Satu lagi, ga usah minta user kirim2 keluhan via email. Langsung perbaiki apps nya. Ga usah ngeribetin user 😡😡"
"ini aplikasi apaan sih, sumpah rugi banget baru juga mau nonton sering banget ada suaranya gaada gambarnya abis itu buffering mulu padahal koneksi nya bagus, rugii boncosss sumpah!!!",1,2025-01-28 00:37:09,"ini aplikasi apaan sih, sumpah rugi banget baru juga mau nonton sering banget ada suaranya gaada gambarnya abis itu buffering mulu padahal koneksi nya bagus, rugii boncosss sumpah!!!"
Sangat bagus,5,2025-01-27 22:19:11,Sangat bagus
Mantap 💪💪💪,5,2025-01-27 16:00:29,Mantap 💪💪💪
"Udah langganan premium tapi ternyata pas di puter filmnya gambar ga keluar hanya ada suaranya saja, udh di unistall dicoba berkali-kali tetep aja engga bisa, ayolah diperbaiki",1,2025-01-27 15:26:47,"Udah langganan premium tapi ternyata pas di puter filmnya gambar ga keluar hanya ada suaranya saja, udh di unistall dicoba berkali-kali tetep aja engga bisa, ayolah diperbaiki"
